EmployeeID,FirstName,LastName,CompanyEmail,DesignationID,TeamID,IsActive,TicketID,TicketNumber,Subject,Description,StatusCode,PriorityCode,CreatedAt,ClosedAt,AssignedToID
150,Tiffany,Figueroa,tiffany.figueroa@echobyte.com,7,11,1,111,TKT-2025-0111,Unable to access intranet due to network issues,I'm experiencing Cannot access shared network drives in meeting room. This started this morning and I've tried checking network settings. This is preventing me from attending important meetings.,Closed,MED,2025-05-22 13:36:00.000,2025-05-22 20:36:00.000,608
151,Joan,Greer,joan.greer@echobyte.com,3,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,Tracy,Spencer,tracy.spencer@echobyte.com,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,Mark,Murray,mark.murray@echobyte.com,9,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,Melanie,Cobb,melanie.cobb@echobyte.com,6,2,1,86,TKT-2024-0086,ThinkPad blue screen - urgent assistance needed,"Device: MacBook
Model: Dell Latitude 7420
Issue: battery not charging
When it happens: connecting to external monitor
Impact: work remotely
Steps taken: updating drivers",Closed,LOW,2024-08-09 16:26:00.000,2024-08-10 20:26:00.000,806
155,Sarah,Barber,sarah.barber@echobyte.com,1,2,1,109,TKT-2025-0109,Unable to charge on ThinkPad - battery not charging,"My Dell laptop (Model: MacBook Pro 2022) started slow performance after Windows update. I've tried Cleared browser cache and cookies but the issue persists. This is affecting my ability to complete my reports.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-06-03 13:03:00.000,2025-06-03 19:03:00.000,666
156,Carolyn,Camacho,carolyn.camacho@echobyte.com,5,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,Rodney,Vega,rodney.vega@echobyte.com,1,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,Nancy,Wilkins,nancy.wilkins@echobyte.com,5,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,Christine,Burke,christine.burke@echobyte.com,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,Theresa,Young,theresa.young@echobyte.com,7,10,1,171,TKT-2025-0171,Account account locked - urgent assistance needed,"System: CRM system
Issue: account locked
User: contractor
Impact: accessing project files
Steps taken: trying different passwords

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,URG,2025-01-23 09:29:00.000,2025-01-23 16:29:00.000,498
161,Darryl,Williams,darryl.williams@echobyte.com,7,8,1,71,TKT-2025-0071,Adobe Photoshop keeps running slowly when opening attachments,"Application: Adobe Photoshop
Version: Windows 10 Pro 21H2
Issue: running slowly
Error message: Network Error: DNS_PROBE_FINISHED_NXDOMAIN
Steps taken: clearing cache
Impact: team collaboration",Closed,LOW,2025-07-17 11:17:00.000,2025-07-18 10:17:00.000,601
162,William,Nelson,william.nelson@echobyte.com,7,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,Christopher,Phelps,christopher.phelps@echobyte.com,2,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,Ronald,Carroll,ronald.carroll@echobyte.com,10,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,Steve,Sullivan,steve.sullivan@echobyte.com,6,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,Matthew,Garcia,matthew.garcia@echobyte.com,8,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,Sheila,Reed,sheila.reed@echobyte.com,5,11,1,9,TKT-2024-0009,WiFi connection intermittent in meeting room,"Network connectivity is dropping frequently in office. I need this resolved urgently as it affects accessing critical files.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2024-10-04 12:22:00.000,2024-10-04 23:22:00.000,104
168,Jeremy,Hoffman,jeremy.hoffman@echobyte.com,9,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,Karen,Fisher,karen.fisher@echobyte.com,7,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,Sean,Harris,sean.harris@echobyte.com,2,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,Daniel,Black,daniel.black@echobyte.com,8,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,Eric,Hansen,eric.hansen@echobyte.com,6,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,Monica,Butler,monica.butler@echobyte.com,6,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,Dominique,Schmidt,dominique.schmidt@echobyte.com,3,21,1,56,TKT-2025-0056,WiFi connection drops intermittently - need immediate assistance,Network connectivity is not connecting in cafeteria. I need this resolved urgently as it affects attending important meetings.,Closed,MED,2025-03-02 12:36:00.000,2025-03-03 01:36:00.000,166
175,Corey,Thomas,corey.thomas@echobyte.com,10,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,Aaron,Marshall,aaron.marshall@echobyte.com,6,4,1,51,TKT-2024-0051,Unable to turn on on laptop - battery not charging,I'm experiencing battery not charging with my laptop. The problem started yesterday and I've attempted restarting the device. This is preventing me from work remotely.,Closed,LOW,2024-10-29 09:28:00.000,2024-10-30 14:28:00.000,102
177,Robert,Woodard,robert.woodard@echobyte.com,3,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,Ariel,Fleming,ariel.fleming@echobyte.com,10,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,Veronica,Perez,veronica.perez@echobyte.com,10,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,Samantha,Ramos,samantha.ramos@echobyte.com,9,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,Devin,Williams,devin.williams@echobyte.com,8,27,1,14,TKT-2025-0014,Software issue: PowerPoint not working properly,I'm having trouble with PowerPoint (Version: Ubuntu 22.04 LTS). The application not responding when I try to printing documents. I've tried clearing cache but the problem continues.,Closed,LOW,2025-01-15 13:37:00.000,2025-01-16 08:37:00.000,745
182,Thomas,Holt,thomas.holt@echobyte.com,10,4,1,199,TKT-2024-0199,Unable to charge on laptop - blue screen,My MacBook (Model: MacBook Pro 2022) started battery not charging after software installation. I've tried Ran Windows troubleshooter but the issue persists. This is affecting my ability to complete my reports.,Closed,MED,2024-09-22 13:41:00.000,2024-09-22 23:41:00.000,76
183,Roberta,Ward,roberta.ward@echobyte.com,4,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,Melissa,Phillips,melissa.phillips@echobyte.com,7,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,Michael,Silva,michael.silva1@echobyte.com,2,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,Matthew,Leonard,matthew.leonard@echobyte.com,1,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,Mary,Morgan,mary.morgan@echobyte.com,2,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,Brian,Stone,brian.stone@echobyte.com,3,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,Madeline,Horn,madeline.horn@echobyte.com,2,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,Steven,Murray,steven.murray@echobyte.com,3,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,Adam,Barton,adam.barton@echobyte.com,2,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,Lisa,Santos,lisa.santos@echobyte.com,8,8,1,140,TKT-2025-0140,MacBook slow performance when boot up,My laptop (Model: ThinkPad X1 Carbon) started slow performance after power outage. I've tried Ran Windows troubleshooter but the issue persists. This is affecting my ability to attend client meetings.,Closed,MED,2025-03-30 16:18:00.000,2025-03-31 03:18:00.000,814
193,Dawn,Young,dawn.young@echobyte.com,9,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,Gregory,Wright,gregory.wright@echobyte.com,9,22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,Charles,Taylor,charles.taylor@echobyte.com,9,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,Deanna,Green,deanna.green@echobyte.com,5,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,Sarah,Sanders,sarah.sanders@echobyte.com,2,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,Brenda,Woods,brenda.woods@echobyte.com,3,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,Susan,Hess,susan.hess@echobyte.com,3,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,Stephanie,Lambert,stephanie.lambert@echobyte.com,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,Daniel,Smith,daniel.smith@echobyte.com,10,8,1,52,TKT-2025-0052,Cannot access email system - account locked,"Since this morning, I've been unable to access rights in shared drives. This is affecting completing my work.",Closed,MED,2025-03-21 13:43:00.000,2025-03-22 02:43:00.000,508
202,Michelle,Brown,michelle.brown@echobyte.com,9,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,Denise,Richardson,denise.richardson@echobyte.com,5,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,Angela,Mcbride,angela.mcbride@echobyte.com,10,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,Cindy,Jones,cindy.jones@echobyte.com,3,19,1,55,TKT-2025-0055,Hardware issue with Dell laptop: slow performance,My ThinkPad (Model: ThinkPad P15) started freezing after system restart. I've tried Reset network adapter settings but the issue persists. This is affecting my ability to complete my reports.,Closed,LOW,2025-03-13 12:24:00.000,2025-03-14 02:24:00.000,173
206,Kirsten,Martinez,kirsten.martinez@echobyte.com,2,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,Richard,Edwards,richard.edwards@echobyte.com,5,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,Marie,Rosales,marie.rosales@echobyte.com,3,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,Rachel,Jenkins,rachel.jenkins@echobyte.com,2,7,1,137,TKT-2025-0137,PowerPoint keeps not responding when sending emails,I'm having trouble with Word (Version: macOS Ventura 13.2.1). The application running slowly when I try to opening attachments. I've tried checking for updates but the problem continues.,Closed,LOW,2025-06-01 15:03:00.000,2025-06-02 05:03:00.000,389
210,Ethan,Gonzalez,ethan.gonzalez@echobyte.com,3,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,James,Mccarthy,james.mccarthy@echobyte.com,4,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,Marc,Mitchell,marc.mitchell@echobyte.com,7,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,James,Pierce,james.pierce@echobyte.com,9,9,1,10,TKT-2025-0010,Unable to access cloud applications due to network issues,"Location: meeting room
Issue: Network adapter not recognized
Symptoms: very slow
Steps taken: checking network settings
Impact: communicating with clients",Closed,MED,2025-03-28 09:51:00.000,2025-03-28 23:51:00.000,680
214,Alicia,Turner,alicia.turner@echobyte.com,10,27,1,133,TKT-2024-0133,Dell laptop overheating when boot up,I'm experiencing slow performance with my ThinkPad. The problem started this morning and I've attempted updating drivers. This is preventing me from access critical files.,Closed,LOW,2024-08-09 10:05:00.000,2024-08-10 00:05:00.000,832
215,Molly,Walters,molly.walters@echobyte.com,10,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,Cory,Cruz,cory.cruz@echobyte.com,2,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,Michael,Mitchell,michael.mitchell@echobyte.com,6,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,Laura,Bray,laura.bray@echobyte.com,3,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,Thomas,Anderson,thomas.anderson@echobyte.com,6,24,0,125,TKT-2024-0125,Network printer not responding - need immediate assistance,Network connectivity is very slow in office. I need this resolved urgently as it affects communicating with clients.,Closed,MED,2024-12-14 09:35:00.000,2024-12-14 23:35:00.000,713
220,Heather,Mitchell,heather.mitchell@echobyte.com,1,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,Julian,Weaver,julian.weaver@echobyte.com,3,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,Edward,Ford,edward.ford@echobyte.com,6,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,Kelsey,Scott,kelsey.scott@echobyte.com,7,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
224,Paul,Ford,paul.ford@echobyte.com,5,23,1,22,TKT-2025-0022,WiFi connection not connecting in lobby,I'm experiencing Cannot access shared network drives in cafeteria. This started this morning and I've tried trying different locations. This is preventing me from attending important meetings.,Closed,LOW,2025-07-12 12:02:00.000,2025-07-13 17:02:00.000,131
225,Rodney,King,rodney.king@echobyte.com,2,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
226,Michelle,Wilson,michelle.wilson@echobyte.com,3,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,Haley,Kim,haley.kim@echobyte.com,10,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,Alexis,Hernandez,alexis.hernandez@echobyte.com,1,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
229,Christine,Stephens,christine.stephens@echobyte.com,9,14,1,31,TKT-2025-0031,MacBook battery not charging - urgent assistance needed,I'm experiencing blue screen with my ThinkPad. The problem started last week and I've attempted updating drivers. This is preventing me from complete my reports.,Closed,MED,2025-06-01 11:15:00.000,2025-06-01 23:15:00.000,176
230,Rebekah,Stokes,rebekah.stokes@echobyte.com,2,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,Gerald,Mcdaniel,gerald.mcdaniel@echobyte.com,1,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
232,Dustin,Edwards,dustin.edwards@echobyte.com,4,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,Justin,Schneider,justin.schneider@echobyte.com,9,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,Brandon,Smith,brandon.smith@echobyte.com,4,12,1,38,TKT-2025-0038,Account password expired - urgent assistance needed,"System: CRM system
Issue: permission error
User: new employee
Impact: submitting reports
Steps taken: checking email for reset links

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-03-02 11:10:00.000,2025-03-02 20:10:00.000,628
234,Brandon,Smith,brandon.smith@echobyte.com,4,12,1,73,TKT-2025-0073,Slow internet speed in specific areas - need immediate assistance,I'm experiencing Network adapter not recognized in office. This started yesterday and I've tried trying different locations. This is preventing me from accessing critical files.,Closed,MED,2025-01-28 10:26:00.000,2025-01-28 22:26:00.000,766
235,Jill,Harris,jill.harris@echobyte.com,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,Joseph,Alvarez,joseph.alvarez@echobyte.com,4,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,Craig,Gross,craig.gross@echobyte.com,5,21,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,Kari,Rowe,kari.rowe@echobyte.com,9,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,Daniel,Hill,daniel.hill@echobyte.com,4,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
240,Susan,Castro,susan.castro@echobyte.com,7,5,1,115,TKT-2025-0115,Cannot access shared drives - password expired,"Since this morning, I've been unable to password reset in shared drives. This is affecting submitting reports.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-05-09 12:13:00.000,2025-05-09 16:13:00.000,264
240,Susan,Castro,susan.castro@echobyte.com,7,5,1,147,TKT-2025-0147,WiFi connection dropping frequently in meeting room,"Location: cafeteria
Issue: Network adapter not recognized
Symptoms: not connecting
Steps taken: restarting router
Impact: attending important meetings",Closed,LOW,2025-02-02 11:15:00.000,2025-02-03 06:15:00.000,191
241,Lawrence,Donovan,lawrence.donovan@echobyte.com,9,13,1,173,TKT-2025-0173,PowerPoint not responding after installing new software,I'm having trouble with Adobe Photoshop (Version: macOS Ventura 13.2.1). The application running slowly when I try to opening attachments. I've tried restarting the application but the problem continues.,Closed,LOW,2025-06-07 13:06:00.000,2025-06-08 20:06:00.000,147
242,Tammy,Taylor,tammy.taylor@echobyte.com,7,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,Craig,Chapman,craig.chapman@echobyte.com,9,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
244,Stephen,Trevino,stephen.trevino@echobyte.com,6,10,1,190,TKT-2025-0190,Need help with password reset in email system,"System: Active Directory
Issue: access denied
User: new employee
Impact: accessing project files
Steps taken: trying different passwords",Closed,LOW,2025-07-05 16:43:00.000,2025-07-06 14:43:00.000,551
244,Stephen,Trevino,stephen.trevino@echobyte.com,6,10,1,141,TKT-2024-0141,Cannot access CRM system - permission error,"System: shared drives
Issue: permission error
User: contractor
Impact: completing my work
Steps taken: contacting my manager

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2024-10-03 12:11:00.000,2024-10-03 21:11:00.000,280
244,Stephen,Trevino,stephen.trevino@echobyte.com,6,10,1,75,TKT-2024-0075,WiFi connection drops intermittently - need immediate assistance,"Location: lobby
Issue: WiFi connection drops intermittently
Symptoms: very slow
Steps taken: trying different locations
Impact: attending important meetings

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2024-09-25 10:51:00.000,2024-09-25 19:51:00.000,389
245,Daniel,Cole,daniel.cole@echobyte.com,8,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
246,Scott,Garrett,scott.garrett@echobyte.com,2,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
247,Donald,Payne,donald.payne@echobyte.com,8,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
248,Penny,Haas,penny.haas@echobyte.com,7,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249,Scott,Turner,scott.turner@echobyte.com,3,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,Jack,Jordan,jack.jordan@echobyte.com,2,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,Michael,Hopkins,michael.hopkins@echobyte.com,8,26,1,142,TKT-2024-0142,Need help with Zoom - not responding,I'm having trouble with Zoom (Version: Microsoft Office 2021). The application not responding when I try to sending emails. I've tried restarting the application but the problem continues.,Closed,LOW,2024-12-23 13:13:00.000,2024-12-24 10:13:00.000,731
252,Logan,Tran,logan.tran@echobyte.com,8,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,Kimberly,Romero,kimberly.romero@echobyte.com,1,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,Maria,Hatfield,maria.hatfield@echobyte.com,5,5,1,24,TKT-2025-0024,laptop battery not charging - urgent assistance needed,"My MacBook (Model: ThinkPad P15) started freezing after power outage. I've tried Ran Windows troubleshooter but the issue persists. This is affecting my ability to attend client meetings.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,HIGH,2025-03-16 09:52:00.000,2025-03-16 13:52:00.000,624
255,Kelly,Rogers,kelly.rogers@echobyte.com,3,27,1,170,TKT-2024-0170,WiFi connection intermittent in office,Network connectivity is intermittent in meeting room. I need this resolved urgently as it affects attending important meetings.,Closed,LOW,2024-08-14 13:21:00.000,2024-08-15 04:21:00.000,54
256,Nicole,Simon,nicole.simon@echobyte.com,9,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257,Samantha,Wilson,samantha.wilson@echobyte.com,9,25,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,Cheryl,Mckinney,cheryl.mckinney@echobyte.com,9,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,Kelsey,Green,kelsey.green@echobyte.com,2,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
260,Jason,Quinn,jason.quinn@echobyte.com,1,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,Tanya,Johnston,tanya.johnston@echobyte.com,6,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,Larry,Morgan,larry.morgan@echobyte.com,10,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
263,Alexandra,Harris,alexandra.harris@echobyte.com,8,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,Kevin,Weber,kevin.weber@echobyte.com,2,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
265,Thomas,Turner,thomas.turner@echobyte.com,10,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,Rhonda,Moon,rhonda.moon@echobyte.com,9,23,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,Sheryl,Black,sheryl.black@echobyte.com,1,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,Dawn,Valenzuela,dawn.valenzuela@echobyte.com,2,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,Holly,Gordon,holly.gordon@echobyte.com,9,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,Timothy,Morales,timothy.morales@echobyte.com,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
271,Steven,Hopkins,steven.hopkins@echobyte.com,1,6,1,62,TKT-2024-0062,Unable to printing documents in Outlook - BSOD: SYSTEM_SERVICE_EXCEPTION (win32kfull.sys),"Since installing new software, Teams has been not responding. I need this resolved quickly as it affects client presentations.

URGENT: This is affecting critical business operations and needs immediate attention.",Closed,URG,2024-08-10 16:33:00.000,2024-08-10 22:33:00.000,253
272,Paul,Flores,paul.flores@echobyte.com,3,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
273,Destiny,Simmons,destiny.simmons@echobyte.com,9,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
274,Steven,Williams,steven.williams@echobyte.com,1,27,1,90,TKT-2025-0090,Laptop ThinkPad won't connect to WiFi after system restart,I'm experiencing battery not charging with my ThinkPad. The problem started this morning and I've attempted updating drivers. This is preventing me from complete my reports.,Closed,LOW,2025-02-20 09:17:00.000,2025-02-21 12:17:00.000,439
275,Tina,Miller,tina.miller@echobyte.com,2,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,Cheryl,Chandler,cheryl.chandler@echobyte.com,1,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
277,Nicholas,Rush,nicholas.rush@echobyte.com,7,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
278,Dillon,Harvey,dillon.harvey@echobyte.com,10,22,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,Steven,Rivers,steven.rivers@echobyte.com,1,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,Sean,Cobb,sean.cobb@echobyte.com,3,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
281,Eric,Farrell,eric.farrell@echobyte.com,10,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
282,Monique,Waller,monique.waller@echobyte.com,10,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
283,Kristy,Jones,kristy.jones@echobyte.com,8,19,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,Kyle,Alexander,kyle.alexander@echobyte.com,1,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285,Dustin,Cook,dustin.cook@echobyte.com,10,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
286,Valerie,Willis,valerie.willis@echobyte.com,8,24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,Erica,Padilla,erica.padilla@echobyte.com,1,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,Charles,Holland,charles.holland@echobyte.com,9,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,Sharon,Robinson,sharon.robinson@echobyte.com,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,Suzanne,Garcia,suzanne.garcia@echobyte.com,4,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
291,Manuel,Logan,manuel.logan@echobyte.com,9,19,1,158,TKT-2025-0158,laptop freezing - urgent assistance needed,"Device: ThinkPad
Model: MacBook Air M1
Issue: overheating
When it happens: running intensive software
Impact: complete my reports
Steps taken: restarting the device",Closed,LOW,2025-04-18 13:16:00.000,2025-04-18 20:16:00.000,320
291,Manuel,Logan,manuel.logan@echobyte.com,9,19,1,103,TKT-2025-0103,Permission denied for databases,"Since last week, I've been unable to password reset in CRM system. This is affecting completing my work.",Closed,MED,2025-03-08 10:42:00.000,2025-03-08 17:42:00.000,849
292,Jeremiah,Miller,jeremiah.miller@echobyte.com,10,13,1,74,TKT-2024-0074,Permission denied for reports,"System: CRM system
Issue: permission error
User: new employee
Impact: accessing project files
Steps taken: contacting my manager",Closed,LOW,2024-10-07 11:40:00.000,2024-10-08 02:40:00.000,720
293,Sandra,Rogers,sandra.rogers@echobyte.com,4,27,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
294,Stacey,Schmidt,stacey.schmidt@echobyte.com,7,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,Jessica,Willis,jessica.willis@echobyte.com,2,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,William,Barnes,william.barnes@echobyte.com,7,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
297,Corey,Knapp,corey.knapp@echobyte.com,3,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
298,Bonnie,Stout,bonnie.stout@echobyte.com,2,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
299,Jacob,Stone,jacob.stone@echobyte.com,2,7,1,84,TKT-2025-0084,Cannot connect to corporate network in meeting room,Network connectivity is dropping frequently in lobby. I need this resolved urgently as it affects accessing critical files.,Closed,LOW,2025-05-11 10:17:00.000,2025-05-11 22:17:00.000,39
